Geneset,Gene,Source
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL17,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ARRB1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL20,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,VAV2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL19,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,AKT3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,NRAS,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL21,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL23,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,TIAM1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL22,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG13,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,STAT5B,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,NFKB1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GRK1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,NFKBIB,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,NFKBIA,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL16,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3R5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RELA,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG7,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KRAS,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,SHC3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,FGR,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNB3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNB2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL24,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKX,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNAI1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG10,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNAI2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG11,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNGT1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CX3CL1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNGT2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,XCL1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL11,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL6,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR9,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL25,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PXN,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCR3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CSK,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL4L1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,FOXO3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKACA,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,BCAR1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKACB,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNB5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKACG,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PAK1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNAI3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CRK,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL12,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR10,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNB1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CRKL,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL4L2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,XCR1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PTK2B,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CDC42,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PLCB2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,SOS2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY8,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL10,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PLCB1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY9,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY6,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CHUK,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RAF1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKCB,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY7,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,SHC1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PLCB3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PLCB4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCR5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL27,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,WAS,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PREX1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RHOA,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCR4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCR2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG8,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCR1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL28,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKCD,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,HCK,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,IL8,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RAC2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,WASL,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RASGRP2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,MAP2K1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ADCY4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCR6,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PRKCZ,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR6,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR7,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR8,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GRB2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,MAPK3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL16,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RAC1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,SOS1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,MAPK1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,IKBKG,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,HRAS,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GSK3B,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCR1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GSK3A,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,XCL2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ITK,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CCL1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL13,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GNG12,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ROCK2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RAP1A,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3R3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,RAP1B,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,TIAM2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PF4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PPBPL1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PF4V1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GRK6,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3CA,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3CB,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,CXCL9,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3CD,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,NCF1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,ELMO1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,SHC2,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PPBP,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GRK4,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PARD3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,GRK5,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3CG,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3R1,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,VAV3,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,LYN,KEGG
KEGG_CHEMOKINE_SIGNALING_PATHWAY,PIK3R2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCB2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CALM2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCB1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCD1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PRKCB,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PRKCA,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCB3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CALM1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCB4,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKZ,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP5A,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKE,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP5B,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKD,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP4A,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PRKCG,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPPL1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKH,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP5D,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,SYNJ2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIP4K2B,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,ITPR3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCD3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIKFYVE,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,IMPA1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,IMPA2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIP5K1A,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIP5K1B,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP5J,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CDS1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP5K,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,SYNJ1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCD4,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,ITPKA,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3R5,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,ITPKB,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,ITPK1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CDIPT,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,ITPR1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,ITPR2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKQ,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CDS2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP4B,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKB,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKG,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKA,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,DGKI,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCE1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CALML5,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIP5K1C,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3C3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3C2B,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3C2G,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIP4K2A,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3C2A,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PTEN,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3R3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIP4K2C,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,IPPK,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CALML3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3CA,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3CB,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3CD,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCG1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCG2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PLCZ1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PI4KB,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CALM3,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,INPP5E,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3CG,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3R1,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,OCRL,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PIK3R2,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,CALML6,KEGG
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,PI4KA,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGFR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGER2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGER1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGER4,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGER3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,CALCRL,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TACR3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTGIR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADRB3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADRB2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,HRH4,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADRA2C,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADRB1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TACR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADRA2A,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADRA2B,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TACR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GPR35,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,THRB,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,THRA,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTH2R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PTH1R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PRSS3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PRSS2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NPY5R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PRSS1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,CGA,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NPY1R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NPY2R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,RXFP1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MCHR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,LPAR4,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,DRD1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,DRD2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,DRD3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,DRD4,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,DRD5,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TRHR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NMUR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,SSTR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,SSTR3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,SSTR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PRLR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PRL,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,C5AR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,UTS2R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,BDKRB1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,BDKRB2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NPBWR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NPBWR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PRLHR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,CSH1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NPFFR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TAAR6,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NTSR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,APLNR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,NMUR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GPR83,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GABRQ,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,PLG,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,C3AR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,AGTR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GALR1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,AGTR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,SSTR5,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,SSTR4,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,ADCYAP1R1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TSHR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIK1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TSHB,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIK2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIK3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIA4,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRID1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRID2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MC1R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TSPO,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,S1PR5,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MC3R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MC2R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GABRR2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIA3,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,TRPV1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIA2,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GRIA1,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MTNR1A,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,LEPR,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MTNR1B,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,LEP,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MC4R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GABRD,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,MC5R,KEGG
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,GABRE,KEGG
